Timestamp,Category,Severity,Message,MetricValue,Anomaly_Score,Is_Anomaly
2026-08-03T01:37:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,48.47,1,No
2026-07-29T10:04:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,10.08,1,No
2026-07-27T10:20:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,16.2,1,No
2026-07-28T18:51:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,7.17,1,No
2026-07-30T06:31:47.753976,Intune_Enrollment,Warning,Standard telemetry ping for operational category: Intune_Enrollment,11.23,1,No
2026-07-29T09:47:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,20.96,1,No
2026-07-31T05:54:47.753976,FinOps_Cost,Critical,Standard telemetry ping for operational category: FinOps_Cost,48.37,1,No
2026-07-30T15:25:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,14.4,1,No
2026-07-28T05:48:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,11.7,1,No
2026-07-30T11:36:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,11.32,1,No
2026-07-29T01:51:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,43.4,1,No
2026-08-01T05:00:47.753976,Authentication,Critical,Standard telemetry ping for operational category: Authentication,11.06,1,No
2026-08-02T06:52:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,7.76,1,No
2026-07-27T04:22:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,45.75,1,No
2026-07-30T22:08:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,27.47,1,No
2026-07-27T19:56:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,31.92,1,No
2026-07-29T16:51:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,16.31,1,No
2026-08-02T12:57:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,19.7,1,No
2026-07-28T06:00:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,32.32,1,No
2026-08-01T01:23:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,41.23,1,No
2026-07-27T08:30:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,10.5,1,No
2026-08-01T18:01:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,43.14,1,No
2026-07-27T05:20:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,28.59,1,No
2026-07-30T14:59:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,7.22,1,No
2026-07-27T18:30:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,31.67,1,No
2026-08-01T17:49:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,25.52,1,No
2026-07-31T13:53:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,36.62,1,No
2026-07-28T23:27:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,27.96,1,No
2026-07-28T12:01:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,44.37,1,No
2026-08-01T19:05:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,35.28,1,No
2026-08-01T07:19:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,39.51,1,No
2026-07-28T02:48:47.753976,Authentication,Critical,Standard telemetry ping for operational category: Authentication,38.06,1,No
2026-07-31T05:51:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,30.93,1,No
2026-07-31T23:36:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,13.3,1,No
2026-08-01T14:48:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,20.74,1,No
2026-07-29T20:24:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,29.88,1,No
2026-08-02T02:05:47.753976,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,27.59,1,No
2026-08-02T06:01:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,22.34,1,No
2026-07-28T14:05:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,12.63,1,No
2026-07-31T06:31:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,16.6,1,No
2026-07-31T20:46:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,49.35,-1,Yes
2026-08-02T10:01:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,21.99,1,No
2026-08-03T01:31:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,8.47,1,No
2026-08-02T08:58:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,42.76,1,No
2026-07-30T05:08:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,6.25,1,No
2026-07-29T07:04:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,14.23,1,No
2026-07-28T23:55:47.753976,Authentication,Critical,Standard telemetry ping for operational category: Authentication,28.04,1,No
2026-07-29T02:03:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,15.56,1,No
2026-07-29T22:00:47.753976,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,16.22,1,No
2026-07-27T17:03:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,39.23,1,No
2026-07-27T09:30:47.753976,Authentication,Critical,Standard telemetry ping for operational category: Authentication,31.84,1,No
2026-07-27T13:51:47.753976,FinOps_Cost,Critical,Standard telemetry ping for operational category: FinOps_Cost,24.85,1,No
2026-08-01T04:15:47.753976,FinOps_Cost,Critical,Standard telemetry ping for operational category: FinOps_Cost,27.14,1,No
2026-07-27T10:47:47.753976,Intune_Enrollment,Critical,Standard telemetry ping for operational category: Intune_Enrollment,33.55,1,No
2026-08-02T08:36:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,18.41,1,No
2026-07-27T07:31:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,10.98,1,No
2026-07-28T18:50:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,20.83,1,No
2026-07-28T08:41:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,46.89,1,No
2026-07-30T04:48:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,48.23,1,No
2026-08-01T13:07:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,49.77,-1,Yes
2026-07-27T07:21:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,5.2,-1,Yes
2026-07-27T19:59:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,36.64,1,No
2026-07-30T21:41:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,21.46,1,No
2026-07-29T04:24:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,44.08,1,No
2026-07-28T11:23:47.753976,Authentication,Critical,Standard telemetry ping for operational category: Authentication,24.58,1,No
2026-08-02T23:57:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,24.59,1,No
2026-07-28T04:13:47.753976,Intune_Enrollment,Warning,Standard telemetry ping for operational category: Intune_Enrollment,16.05,1,No
2026-07-27T04:40:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,45.04,1,No
2026-08-03T00:40:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,49.11,-1,Yes
2026-07-31T19:51:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,49.62,-1,Yes
2026-07-31T14:49:47.753976,Authentication,Critical,Standard telemetry ping for operational category: Authentication,5.41,-1,Yes
2026-07-29T16:35:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,40.32,1,No
2026-07-31T02:53:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,28.3,1,No
2026-07-31T19:36:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,21.09,1,No
2026-07-29T13:36:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,26.08,1,No
2026-07-31T13:18:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,9.99,1,No
2026-07-31T10:28:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,7.26,1,No
2026-08-01T03:58:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,35.82,1,No
2026-08-01T07:42:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,19.19,1,No
2026-07-29T17:51:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,12.76,1,No
2026-08-02T05:27:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,33.05,1,No
2026-07-30T16:09:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,22.88,1,No
2026-07-29T06:10:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,18.94,1,No
2026-07-31T05:37:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,25.63,1,No
2026-07-29T03:22:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,19.62,1,No
2026-07-29T12:35:47.753976,FinOps_Cost,Critical,Standard telemetry ping for operational category: FinOps_Cost,35.55,1,No
2026-07-28T10:58:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,14.74,1,No
2026-07-31T18:13:47.753976,FinOps_Cost,Critical,Standard telemetry ping for operational category: FinOps_Cost,14.23,1,No
2026-08-02T00:58:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,5.82,1,No
2026-08-01T23:31:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,14.76,1,No
2026-07-28T21:11:47.753976,Authentication,Critical,Standard telemetry ping for operational category: Authentication,30.75,1,No
2026-07-31T19:18:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,21.23,1,No
2026-07-28T11:08:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,12.33,1,No
2026-07-28T22:16:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,37.21,1,No
2026-08-01T05:58:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,24.82,1,No
2026-07-31T22:09:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,13.97,1,No
2026-08-01T00:06:47.753976,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,46.66,1,No
2026-08-01T21:43:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,13.23,1,No
2026-07-30T20:52:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,21.83,1,No
2026-08-02T14:07:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,45.12,1,No
2026-07-30T06:01:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,7.73,1,No
2026-07-30T01:45:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,24.84,1,No
2026-07-27T20:49:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,8.1,1,No
2026-07-28T02:58:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,31.28,1,No
2026-07-30T10:27:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,36.24,1,No
2026-07-30T18:53:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,38.7,1,No
2026-07-31T22:49:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,19.75,1,No
2026-08-02T00:32:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,29.09,1,No
2026-07-28T15:10:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,27.08,1,No
2026-07-31T16:54:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,49.88,-1,Yes
2026-07-29T10:14:47.753976,Authentication,Critical,Standard telemetry ping for operational category: Authentication,17.66,1,No
2026-08-02T23:53:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,15.27,1,No
2026-07-31T19:42:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,16.56,1,No
2026-08-02T14:03:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,28.5,1,No
2026-07-29T18:50:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,7.46,1,No
2026-07-30T21:26:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,45.43,1,No
2026-07-29T09:56:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,29.19,1,No
2026-07-31T14:12:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,25.12,1,No
2026-07-29T06:09:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,17.65,1,No
2026-07-30T23:28:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,35.17,1,No
2026-07-28T16:12:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,28.18,1,No
2026-07-31T02:19:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,11.2,1,No
2026-07-27T09:48:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,41.87,1,No
2026-08-02T21:37:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,32.29,1,No
2026-07-31T16:20:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,6.85,1,No
2026-07-27T11:54:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,25.46,1,No
2026-08-01T18:07:47.753976,Authentication,Critical,Standard telemetry ping for operational category: Authentication,36.65,1,No
2026-08-02T12:18:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,13.73,1,No
2026-07-31T17:13:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,46.51,1,No
2026-07-31T02:08:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,7.09,1,No
2026-07-27T15:33:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,11.9,1,No
2026-07-29T22:50:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,17.23,1,No
2026-07-27T16:55:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,38.87,1,No
2026-08-02T23:12:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,20.19,1,No
2026-07-28T19:15:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,32.26,1,No
2026-07-28T12:04:47.753976,Authentication,Critical,Standard telemetry ping for operational category: Authentication,41.26,1,No
2026-07-30T21:12:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,20.51,1,No
2026-08-01T00:01:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,44.13,1,No
2026-08-02T05:51:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,18.04,1,No
2026-07-29T04:59:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,7.35,1,No
2026-08-02T23:10:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,25.9,1,No
2026-08-01T06:53:47.753976,Intune_Enrollment,Warning,Standard telemetry ping for operational category: Intune_Enrollment,35.72,1,No
2026-07-29T00:47:47.753976,Authentication,Critical,Standard telemetry ping for operational category: Authentication,48.67,1,No
2026-07-31T21:36:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,23.87,1,No
2026-08-01T15:08:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,45.43,1,No
2026-07-29T20:15:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,19.94,1,No
2026-08-01T05:43:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,48.99,-1,Yes
2026-08-01T20:18:47.753976,Intune_Enrollment,Critical,Standard telemetry ping for operational category: Intune_Enrollment,45.1,1,No
2026-07-31T16:12:47.753976,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,14.23,1,No
2026-08-01T04:58:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,28.72,1,No
2026-08-02T11:04:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,40.81,1,No
2026-07-29T01:58:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,15.95,1,No
2026-07-28T08:20:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,13.28,1,No
2026-07-28T19:13:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,7.48,1,No
2026-07-31T01:09:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,11.34,1,No
2026-07-31T14:03:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,32.53,1,No
2026-07-27T11:14:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,23.19,1,No
2026-07-31T17:50:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,31.11,1,No
2026-08-02T04:35:47.753976,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,35.05,1,No
2026-07-30T03:42:47.753976,FinOps_Cost,Critical,Standard telemetry ping for operational category: FinOps_Cost,13.24,1,No
2026-07-28T10:23:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,12.42,1,No
2026-08-02T15:22:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,8.85,1,No
2026-07-31T17:28:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,47.03,1,No
2026-07-28T04:38:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,41.18,1,No
2026-08-02T08:14:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,33.47,1,No
2026-08-01T01:19:47.753976,Authentication,Critical,Standard telemetry ping for operational category: Authentication,6.02,1,No
2026-07-28T15:25:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,14.65,1,No
2026-08-02T01:40:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,44.66,1,No
2026-07-30T05:39:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,28.84,1,No
2026-08-01T03:33:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,37.63,1,No
2026-08-02T12:38:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,34.05,1,No
2026-07-28T23:23:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,39.01,1,No
2026-08-01T03:28:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,10.17,1,No
2026-08-02T07:19:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,25.54,1,No
2026-07-28T12:35:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,23.87,1,No
2026-08-01T19:25:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,9.69,1,No
2026-07-28T19:09:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,5.07,-1,Yes
2026-07-30T12:23:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,46.19,1,No
2026-08-02T18:05:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,15.71,1,No
2026-08-01T03:17:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,31.69,1,No
2026-07-31T06:38:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,22.72,1,No
2026-07-27T03:11:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,8.77,1,No
2026-08-02T13:28:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,39.34,1,No
2026-08-02T08:09:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,25.05,1,No
2026-07-29T22:18:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,27.93,1,No
2026-07-27T10:08:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,25.79,1,No
2026-08-02T12:04:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,18.8,1,No
2026-07-29T23:43:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,35.54,1,No
2026-07-27T10:57:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,16.05,1,No
2026-07-28T13:26:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,20.65,1,No
2026-07-30T01:28:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,12.21,1,No
2026-08-01T20:53:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,31.87,1,No
2026-07-27T09:00:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,14.2,1,No
2026-07-30T03:39:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,26.6,1,No
2026-07-31T00:16:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,33.78,1,No
2026-07-28T21:45:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,34.87,1,No
2026-08-02T10:39:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,49.13,-1,Yes
2026-07-29T17:58:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,11.51,1,No
2026-08-01T03:12:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,30.64,1,No
2026-08-01T16:39:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,41.91,1,No
2026-07-31T10:51:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,35.85,1,No
2026-07-29T20:33:47.753976,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,28.37,1,No
2026-07-28T02:17:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,12.15,1,No
2026-07-29T10:46:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,41.15,1,No
2026-08-01T20:18:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,28.97,1,No
2026-07-27T03:39:47.753976,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,26.69,1,No
2026-07-28T02:36:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,27.76,1,No
2026-07-28T08:01:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,39.43,1,No
2026-07-30T17:22:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,23.45,1,No
2026-07-30T19:12:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,16.87,1,No
2026-07-31T04:33:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,43.68,1,No
2026-07-31T05:43:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,17.7,1,No
2026-07-28T03:52:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,20.33,1,No
2026-07-31T03:16:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,11.47,1,No
2026-07-29T13:45:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,7.44,1,No
2026-07-30T15:36:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,31.83,1,No
2026-08-01T18:46:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,47.36,1,No
2026-07-31T04:32:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,34.2,1,No
2026-07-31T13:42:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,16.49,1,No
2026-08-02T09:24:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,48.74,1,No
2026-08-02T11:07:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,46.86,1,No
2026-07-31T09:01:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,29.99,1,No
2026-07-28T02:01:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,8.14,1,No
2026-07-29T01:23:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,44.96,1,No
2026-08-02T03:51:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,21.71,1,No
2026-08-01T21:29:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,40.37,1,No
2026-07-30T00:05:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,37.15,1,No
2026-08-03T00:49:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,26.89,1,No
2026-08-02T03:05:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,32.35,1,No
2026-07-31T15:24:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,38.55,1,No
2026-08-01T11:49:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,40.33,1,No
2026-07-27T04:16:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,41.08,1,No
2026-07-28T03:27:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,24.69,1,No
2026-08-01T22:28:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,39.87,1,No
2026-08-02T17:57:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,29.02,1,No
2026-07-31T06:27:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,46.82,1,No
2026-08-02T19:31:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,46.22,1,No
2026-08-01T08:12:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,21.71,1,No
2026-07-31T16:09:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,23.97,1,No
2026-08-02T11:38:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,32.0,1,No
2026-07-30T13:44:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,11.66,1,No
2026-07-27T08:05:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,23.52,1,No
2026-07-27T23:10:47.753976,FinOps_Cost,Critical,Standard telemetry ping for operational category: FinOps_Cost,42.29,1,No
2026-07-30T03:48:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,35.78,1,No
2026-07-30T02:10:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,37.45,1,No
2026-07-29T13:14:47.753976,Authentication,Critical,Standard telemetry ping for operational category: Authentication,39.73,1,No
